"PassengerId","Survived","Pclass","Sex","Age","SibSp","Parch","Ticket","Fare","Cabin","Embarked","PclassSex","Surname","Title","Fsize","FsizeName","Favg","Ticket2","Tsize","Group","GroupSize","FarePP","MedianFarePP","FareBins","AgeLM","IsChildP12","NumNA","SumSurvived","AnySurvivors","IsSolo"
996,NA,"3","female",16,1,1,"2625",8.5167,"U","C","P3Female","Thomas","Mrs",3,"3Thomas",NA,"26xx",2,3,"group",4.25835,7.75,"[ 3.17,  7.28)",27.5868425507756,"No",1,1,"survivors in group","No"
997,NA,"3","male",28,0,0,"C 4001",22.525,"U","S","P3Male","Holthen","Mr",1,"1Holthen",NA,"C 40xx",3,3,"group",7.50833333333333,7.75,"[ 7.28,  7.92)",26.4605279624181,"No",2,0,"other","Yes"
998,NA,"3","male",21,0,0,"330920",7.8208,"U","Q","P3Male","Buckley","Mr",1,"1Buckley",NA,"3309xx",1,1,"solo",7.8208,7.75,"[ 7.28,  7.92)",34.7540258173294,"No",1,0,"other","Yes"
999,NA,"3","male",34.7540258173294,0,0,"383162",7.75,"U","Q","P3Male","Ryan","Mr",1,"1Ryan",NA,"3831xx",1,1,"solo",7.75,7.75,"[ 7.28,  7.92)",34.7540258173294,"No",1,0,"other","Yes"
1000,NA,"3","male",29.8474778255194,0,0,"3410",8.7125,"U","S","P3Male","Willer","Mr",1,"1Willer",NA,"34xx",1,1,"solo",8.7125,7.75,"[ 7.92, 10.52)",29.8474778255194,"No",1,0,"other","Yes"
1001,NA,"2","male",18.5,0,0,"248734",13,"F","S","P2Male","Swane","Mr",1,"1Swane",NA,"2487xx",1,1,"solo",13,12.35,"[10.52, 26.39)",33.313566710812,"No",1,0,"other","Yes"
1002,NA,"2","male",41,0,0,"237734",15.0458,"U","C","P2Male","Stanton","Mr",1,"1Stanton",NA,"2377xx",1,1,"solo",15.0458,12.35,"[10.52, 26.39)",31.3376811073898,"No",1,0,"other","Yes"
1003,NA,"3","female",24.4443208710542,0,0,"330968",7.7792,"U","Q","P3Female","Shine","Miss",1,"1Shine",NA,"3309xx",1,1,"solo",7.7792,7.75,"[ 7.28,  7.92)",24.4443208710542,"No",1,0,"other","Yes"
1004,NA,"1","female",36,0,0,"PC 17531",31.6792,"A","C","P1Female","Evans","Miss",1,"1Evans",NA,"PC 175xx",1,1,"solo",31.6792,30,"[26.39,128.08]",31.3374443725031,"No",1,0,"other","Yes"
1005,NA,"3","female",18.5,0,0,"329944",7.2833,"U","Q","P3Female","Buckley","Miss",1,"1Buckley",NA,"3299xx",1,1,"solo",7.2833,7.75,"[ 7.28,  7.92)",24.4443208710542,"No",1,0,"other","Yes"
1006,NA,"1","female",63,1,0,"PC 17483",221.7792,"C","S","P1Female","Straus","Mrs",2,"2Straus",NA,"PC 174xx",4,4,"group",55.4448,30,"[26.39,128.08]",43.3119597100749,"No",3,0,"other","No"
1007,NA,"3","male",18,1,0,"2680",14.4542,"U","C","P3Male","Chronopoulos","Mr",2,"2Chronopoulos",NA,"26xx",2,2,"duo",7.2271,7.75,"[ 3.17,  7.28)",23.7943221327528,"No",1,0,"other","No"
1008,NA,"3","male",25.1195277842898,0,0,"2681",6.4375,"U","C","P3Male","Thomas","Mr",2,"1Thomas",NA,"26xx",1,2,"duo",6.4375,7.75,"[ 3.17,  7.28)",25.1195277842898,"No",1,0,"other","Yes"
1009,NA,"3","female",1,1,1,"PP 9549",16.7,"G","S","P3Female","Sandstrom","Miss",3,"3Sandstrom",NA,"PP 95xx",3,3,"group",5.56666666666667,7.75,"[ 3.17,  7.28)",14.85194290541,"No",1,2,"survivors in group","No"
1010,NA,NA,"male",36,0,0,"13050",75.2417,"C","C",NA,"Beattie","Mr",1,"1Beattie",NA,"130xx",2,2,"duo",37.62085,28.875,"[26.39,128.08]",NA,"No",2,0,"other","Yes"
1011,NA,"2","female",29,1,0,"SC/AH 29037",26,"U","S","P2Female","Chapman","Mrs",2,"2Chapman",NA,"SC/AH 290xx",2,2,"duo",13,12.35,"[10.52, 26.39)",33.6373769239802,"No",1,0,"other","No"
1012,NA,"2","female",12,0,0,"C.A. 33595",15.75,"U","S","P2Female","Watt","Miss",2,"1Watt",NA,"C.A. 335xx",2,2,"duo",7.875,12.35,"[ 7.28,  7.92)",20.2517973267293,"Yes",1,1,"survivors in group","Yes"
1013,NA,"3","male",30.676755727985,1,0,"367227",7.75,"U","Q","P3Male","Kiernan","Mr",2,"2Kiernan",NA,"3672xx",1,2,"duo",7.75,7.75,"[ 7.28,  7.92)",30.676755727985,"No",1,0,"other","No"
1014,NA,"1","female",35,1,0,"13236",57.75,"C","C","P1Female","Schabert","Mrs",2,"2Schabert",NA,"132xx",2,2,"duo",28.875,30,"[26.39,128.08]",41.9709595319465,"No",2,0,"other","No"
1015,NA,"3","male",28,0,0,"392095",7.25,"U","S","P3Male","Carver","Mr",1,"1Carver",NA,"3920xx",1,1,"solo",7.25,7.75,"[ 3.17,  7.28)",29.8474778255194,"No",1,0,"other","Yes"
1016,NA,"3","male",34.7540258173294,0,0,"368783",7.75,"U","Q","P3Male","Kennedy","Mr",1,"1Kennedy",NA,"3687xx",1,1,"solo",7.75,7.75,"[ 7.28,  7.92)",34.7540258173294,"No",1,0,"other","Yes"
1017,NA,"3","female",17,0,1,"371362",16.1,"U","S","P3Female","Cribb","Miss",2,"2Cribb",NA,"3713xx",2,2,"duo",8.05,7.75,"[ 7.92, 10.52)",16.8120339822407,"No",1,0,"other","Yes"
1018,NA,"3","male",22,0,0,"350045",7.7958,"U","S","P3Male","Brobeck","Mr",1,"1Brobeck",NA,"3500xx",1,1,"solo",7.7958,7.75,"[ 7.28,  7.92)",29.8474778255194,"No",1,0,"other","Yes"
1019,NA,"3","female",18.406959704879,2,0,"367226",23.25,"U","Q","P3Female","McCoy","Miss",3,"3McCoy",NA,"3672xx",3,3,"group",7.75,7.75,"[ 7.28,  7.92)",18.406959704879,"No",1,2,"survivors in group","No"
1020,NA,"2","male",42,0,0,"211535",13,"U","S","P2Male","Bowenur","Mr",1,"1Bowenur",NA,"2115xx",1,1,"solo",13,12.35,"[10.52, 26.39)",33.313566710812,"No",1,0,"other","Yes"
1021,NA,"3","male",24,0,0,"342441",8.05,"U","S","P3Male","Petersen","Mr",1,"1Petersen",NA,"3424xx",1,1,"solo",8.05,7.75,"[ 7.92, 10.52)",29.8474778255194,"No",1,0,"other","Yes"
1022,NA,"3","male",32,0,0,"STON/OQ. 369943",8.05,"U","S","P3Male","Spinner","Mr",1,"1Spinner",NA,"STON/OQ. 3699xx",1,1,"solo",8.05,7.75,"[ 7.92, 10.52)",29.8474778255194,"No",1,0,"other","Yes"
1023,NA,NA,"male",53,0,0,"113780",28.5,"C","C",NA,"Gracie","Rare Title",1,"1Gracie",NA,"1137xx",1,1,"solo",28.5,28.875,"[26.39,128.08]",NA,"No",1,0,"other","Yes"
1024,NA,"3","female",33.2101186466895,0,4,"4133",25.4667,"U","S","P3Female","Lefebre","Mrs",5,"5Lefebre",NA,"41xx",5,5,"large group",5.09334,7.75,"[ 3.17,  7.28)",33.2101186466895,"No",1,0,"other","Yes"
1025,NA,"3","male",23.7943221327528,1,0,"2621",6.4375,"U","C","P3Male","Thomas","Mr",2,"2Thomas",NA,"26xx",1,2,"duo",6.4375,7.75,"[ 3.17,  7.28)",23.7943221327528,"No",1,0,"other","No"
1026,NA,"3","male",43,0,0,"349226",7.8958,"U","S","P3Male","Dintcheff","Mr",1,"1Dintcheff",NA,"3492xx",1,1,"solo",7.8958,7.75,"[ 7.28,  7.92)",29.8474778255194,"No",1,0,"other","Yes"
1027,NA,"3","male",24,0,0,"350409",7.8542,"U","S","P3Male","Carlsson","Mr",1,"1Carlsson",NA,"3504xx",1,1,"solo",7.8542,7.75,"[ 7.28,  7.92)",29.8474778255194,"No",1,0,"other","Yes"
1028,NA,"3","male",26.5,0,0,"2656",7.225,"U","C","P3Male","Zakarian","Mr",2,"1Zakarian",NA,"26xx",1,2,"duo",7.225,7.75,"[ 3.17,  7.28)",25.1195277842898,"No",1,0,"other","Yes"
1029,NA,"2","male",26,0,0,"248659",13,"U","S","P2Male","Schmidt","Mr",1,"1Schmidt",NA,"2486xx",1,1,"solo",13,12.35,"[10.52, 26.39)",33.313566710812,"No",1,0,"other","Yes"
1030,NA,"3","female",23,0,0,"SOTON/OQ 392083",8.05,"U","S","P3Female","Drapkin","Miss",1,"1Drapkin",NA,"SOTON/OQ 3920xx",1,1,"solo",8.05,7.75,"[ 7.92, 10.52)",19.5377728792442,"No",1,0,"other","Yes"
1031,NA,"3","male",40,1,6,"CA 2144",46.9,"U","S","P3Male","Goodwin","Mr",8,"8Goodwin",NA,"CA 21xx",8,8,"large group",5.8625,7.75,"[ 3.17,  7.28)",27.5364837742481,"No",2,0,"other","No"
1032,NA,"3","female",10,5,2,"CA 2144",46.9,"U","S","P3Female","Goodwin","Miss",8,"8Goodwin",NA,"CA 21xx",8,8,"large group",5.8625,7.75,"[ 3.17,  7.28)",11.820654058609,"No",2,0,"other","No"
1033,NA,"1","female",33,0,0,"113781",151.55,"U","S","P1Female","Daniels","Miss",1,"1Daniels",NA,"1137xx",6,6,"large group",25.2583333333333,30,"[10.52, 26.39)",32.1695883313669,"No",2,2,"survivors in group","Yes"
1034,NA,NA,"male",61,1,3,"PC 17608",262.375,"B","C",NA,"Ryerson","Mr",5,"5Ryerson",NA,"PC 176xx",7,7,"large group",37.4821428571429,28.875,"[26.39,128.08]",NA,"No",5,2,"survivors in group","No"
1035,NA,"2","male",28,0,0,"244358",26,"U","S","P2Male","Beauchamp","Mr",1,"1Beauchamp",NA,"2443xx",2,2,"duo",13,12.35,"[10.52, 26.39)",30.5615022730045,"No",1,0,"other","Yes"
1036,NA,NA,"male",42,0,0,"17475",26.55,"U","S",NA,"Lindeberg","Mr",1,"1Lindeberg",NA,"174xx",1,1,"solo",26.55,28.875,"[26.39,128.08]",NA,"No",1,0,"other","Yes"
1037,NA,"3","male",31,3,0,"345763",18,"U","S","P3Male","Vander Planke","Mr",3,"4Vander Planke",3,"3457xx",2,3,"group",9,7.75,"[ 7.92, 10.52)",22.4849110078073,"No",1,0,"other","No"
1038,NA,NA,"male",NA,0,0,"17463",51.8625,"E","S",NA,"Hilliard","Mr",1,"1Hilliard",NA,"174xx",2,2,"duo",25.93125,28.875,"[10.52, 26.39)",NA,"No",1,0,"other","Yes"
1039,NA,"3","male",22,0,0,"SC/A4 23568",8.05,"U","S","P3Male","Davies","Mr",1,"1Davies",NA,"SC/A4 235xx",1,1,"solo",8.05,7.75,"[ 7.92, 10.52)",29.8474778255194,"No",1,0,"other","Yes"
1040,NA,NA,"male",NA,0,0,"113791",26.55,"U","S",NA,"Crafton","Mr",1,"1Crafton",NA,"1137xx",1,1,"solo",26.55,28.875,"[26.39,128.08]",NA,"No",1,0,"other","Yes"
1041,NA,"2","male",30,1,1,"250651",26,"U","S","P2Male","Lahtinen","Rare Title",3,"3Lahtinen",NA,"2506xx",2,3,"group",13,12.35,"[10.52, 26.39)",36.7358876655325,"No",1,0,"other","No"
1042,NA,"1","female",23,0,1,"11767",83.1583,"C","C","P1Female","Earnshaw","Mrs",2,"2Earnshaw",NA,"117xx",3,3,"group",27.7194333333333,30,"[26.39,128.08]",42.6876052989937,"No",1,2,"survivors in group","Yes"
1043,NA,"3","male",27.8715922220972,0,0,"349255",7.8958,"U","C","P3Male","Matinoff","Mr",1,"1Matinoff",NA,"3492xx",1,1,"solo",7.8958,7.75,"[ 7.28,  7.92)",27.8715922220972,"No",1,0,"other","Yes"
1044,NA,"3","male",60.5,0,0,"3701",NA,"U","S","P3Male","Storey","Mr",1,"1Storey",NA,"37xx",1,1,"solo",7.8,7.75,"[ 7.28,  7.92)",29.8474778255194,"No",1,0,"other","Yes"
1045,NA,"3","female",36,0,2,"350405",12.1833,"U","S","P3Female","Klasen","Mrs",3,"3Klasen",NA,"3504xx",2,3,"group",6.09165,7.75,"[ 3.17,  7.28)",30.9142593465387,"No",2,0,"other","Yes"
1046,NA,"3","male",13,4,2,"347077",31.3875,"U","S","P3Male","Asplund","Master",7,"7Asplund",NA,"3470xx",7,7,"large group",4.48392857142857,7.75,"[ 3.17,  7.28)",3.00978957341055,"No",3,3,"survivors in group","No"
1047,NA,"3","male",24,0,0,"S.O./P.P. 752",7.55,"U","S","P3Male","Duquemin","Mr",1,"1Duquemin",NA,"S.O./P.P. 7xx",1,1,"solo",7.55,7.75,"[ 7.28,  7.92)",29.8474778255194,"No",1,0,"other","Yes"
1048,NA,"1","female",29,0,0,"PC 17483",221.7792,"C","S","P1Female","Bird","Miss",1,"1Bird",NA,"PC 174xx",4,4,"group",55.4448,30,"[26.39,128.08]",29.926380112824,"No",3,0,"other","Yes"
1049,NA,"3","female",23,0,0,"347469",7.8542,"U","S","P3Female","Lundin","Miss",1,"1Lundin",NA,"3474xx",1,1,"solo",7.8542,7.75,"[ 7.28,  7.92)",19.5377728792442,"No",1,0,"other","Yes"
1050,NA,NA,"male",42,0,0,"110489",26.55,"D","S",NA,"Borebank","Mr",1,"1Borebank",NA,"1104xx",1,1,"solo",26.55,28.875,"[26.39,128.08]",NA,"No",1,0,"other","Yes"
1051,NA,"3","female",26,0,2,"SOTON/O.Q. 3101315",13.775,"U","S","P3Female","Peacock","Mrs",3,"3Peacock",NA,"SOTON/O.Q. 31013xx",3,3,"group",4.59166666666667,7.75,"[ 3.17,  7.28)",30.9142593465387,"No",3,0,"other","Yes"
1052,NA,"3","female",24.4443208710542,0,0,"335432",7.7333,"U","Q","P3Female","Smyth","Miss",1,"1Smyth",NA,"3354xx",1,1,"solo",7.7333,7.75,"[ 7.28,  7.92)",24.4443208710542,"No",1,0,"other","Yes"
1053,NA,"3","male",7,1,1,"2650",15.2458,"U","C","P3Male","Touma","Master",3,"3Touma",NA,"26xx",3,3,"group",5.08193333333333,7.75,"[ 3.17,  7.28)",2.73998716525239,"No",2,1,"survivors in group","No"
1054,NA,"2","female",26,0,0,"220844",13.5,"U","S","P2Female","Wright","Miss",1,"1Wright",NA,"2208xx",1,1,"solo",13.5,12.35,"[10.52, 26.39)",23.0038617645368,"No",1,0,"other","Yes"
1055,NA,"3","male",29.8474778255194,0,0,"343271",7,"U","S","P3Male","Pearce","Mr",1,"1Pearce",NA,"3432xx",1,1,"solo",7,7.75,"[ 3.17,  7.28)",29.8474778255194,"No",1,0,"other","Yes"
1056,NA,"2","male",41,0,0,"237393",13,"U","S","P2Male","Peruschitz","Rare Title",1,"1Peruschitz",NA,"2373xx",1,1,"solo",13,12.35,"[10.52, 26.39)",41.4217176393667,"No",1,0,"other","Yes"
1057,NA,"3","female",26,1,1,"315153",22.025,"U","S","P3Female","Kink","Mrs",3,"3Kink",3,"3151xx",3,3,"group",7.34166666666667,7.75,"[ 7.28,  7.92)",29.5627281541978,"No",2,1,"survivors in group","No"
1058,NA,NA,"male",48,0,0,"PC 17591",50.4958,"B","C",NA,"Brandeis","Mr",1,"1Brandeis",NA,"PC 175xx",1,1,"solo",50.4958,28.875,"[26.39,128.08]",NA,"No",1,0,"other","Yes"
1059,NA,"3","male",18,2,2,"W./C. 6608",34.375,"U","S","P3Male","Ford","Mr",5,"5Ford",NA,"W./C. 66xx",5,5,"large group",6.875,7.75,"[ 3.17,  7.28)",26.1059759594951,"No",1,0,"other","No"
1060,NA,"1","female",46.0482296212909,0,0,"17770",27.7208,"U","C","P1Female","Cassebeer","Mrs",1,"1Cassebeer",NA,"177xx",1,1,"solo",27.7208,30,"[26.39,128.08]",46.0482296212909,"No",1,0,"other","Yes"
1061,NA,"3","female",22,0,0,"7548",8.9625,"U","S","P3Female","Hellstrom","Miss",1,"1Hellstrom",NA,"75xx",1,1,"solo",8.9625,7.75,"[ 7.92, 10.52)",19.5377728792442,"No",1,0,"other","Yes"
1062,NA,"3","male",29.8474778255194,0,0,"S.O./P.P. 251",7.55,"U","S","P3Male","Lithman","Mr",1,"1Lithman",NA,"S.O./P.P. 2xx",1,1,"solo",7.55,7.75,"[ 7.28,  7.92)",29.8474778255194,"No",1,0,"other","Yes"
1063,NA,"3","male",27,0,0,"2670",7.225,"U","C","P3Male","Zakarian","Mr",2,"1Zakarian",NA,"26xx",1,2,"duo",7.225,7.75,"[ 3.17,  7.28)",25.1195277842898,"No",1,0,"other","Yes"
1064,NA,"3","male",23,1,0,"347072",13.9,"U","S","P3Male","Dyker","Mr",2,"2Dyker",NA,"3470xx",2,2,"duo",6.95,7.75,"[ 3.17,  7.28)",25.770207736175,"No",2,0,"other","No"
1065,NA,"3","male",27.8715922220972,0,0,"2673",7.2292,"U","C","P3Male","Torfa","Mr",1,"1Torfa",NA,"26xx",1,1,"solo",7.2292,7.75,"[ 3.17,  7.28)",27.8715922220972,"No",1,0,"other","Yes"
1066,NA,"3","male",40,1,5,"347077",31.3875,"U","S","P3Male","Asplund","Mr",7,"7Asplund",NA,"3470xx",7,7,"large group",4.48392857142857,7.75,"[ 3.17,  7.28)",27.510158233444,"No",3,3,"survivors in group","No"
1067,NA,"2","female",15,0,2,"29750",39,"U","S","P2Female","Brown","Miss",3,"3Brown",NA,"297xx",3,3,"group",13,12.35,"[10.52, 26.39)",19.6695629830435,"No",1,1,"survivors in group","Yes"
1068,NA,"2","female",20,0,0,"C.A. 33112",36.75,"U","S","P2Female","Sincock","Miss",1,"1Sincock",NA,"C.A. 331xx",4,4,"group",9.1875,12.35,"[ 7.92, 10.52)",19.6169119014355,"No",2,1,"survivors in group","Yes"
1069,NA,NA,"male",54,1,0,"11778",55.4417,"C","C",NA,"Stengel","Mr",2,"2Stengel",NA,"117xx",2,2,"duo",27.72085,28.875,"[26.39,128.08]",NA,"No",2,0,"other","No"
1070,NA,"2","female",36,0,3,"230136",39,"F","S","P2Female","Becker","Mrs",4,"4Becker",NA,"2301xx",4,4,"group",9.75,12.35,"[ 7.92, 10.52)",34.4066737726353,"No",2,2,"survivors in group","Yes"
1071,NA,"1","female",64,0,2,"PC 17756",83.1583,"E","C","P1Female","Compton","Mrs",3,"3Compton",NA,"PC 177xx",3,3,"group",27.7194333333333,30,"[26.39,128.08]",42.7139308397977,"No",2,1,"survivors in group","Yes"
1072,NA,"2","male",30,0,0,"233478",13,"U","S","P2Male","McCrie","Mr",1,"1McCrie",NA,"2334xx",1,1,"solo",13,12.35,"[10.52, 26.39)",33.313566710812,"No",1,0,"other","Yes"
1073,NA,NA,"male",37,1,1,"PC 17756",83.1583,"E","C",NA,"Compton","Mr",3,"3Compton",NA,"PC 177xx",3,3,"group",27.7194333333333,28.875,"[26.39,128.08]",NA,"No",2,1,"survivors in group","No"
1074,NA,"1","female",18,1,0,"113773",53.1,"D","S","P1Female","Marvin","Mrs",2,"2Marvin",NA,"1137xx",2,2,"duo",26.55,30,"[26.39,128.08]",43.9468451353687,"No",1,0,"other","No"
1075,NA,"3","male",34.7540258173294,0,0,"7935",7.75,"U","Q","P3Male","Lane","Mr",1,"1Lane",NA,"79xx",1,1,"solo",7.75,7.75,"[ 7.28,  7.92)",34.7540258173294,"No",1,0,"other","Yes"
1076,NA,"1","female",27,1,1,"PC 17558",247.5208,"B","C","P1Female","Douglas","Mrs",3,"3Douglas",NA,"PC 175xx",3,3,"group",82.5069333333333,30,"[26.39,128.08]",41.3623996474567,"No",1,1,"survivors in group","No"
1077,NA,"2","male",40,0,0,"239059",16,"U","S","P2Male","Maybery","Mr",1,"1Maybery",NA,"2390xx",1,1,"solo",16,12.35,"[10.52, 26.39)",33.313566710812,"No",1,0,"other","Yes"
1078,NA,"2","female",21,0,1,"S.O./P.P. 2",21,"U","S","P2Female","Phillips","Miss",2,"2Phillips",NA,"S.O./P.P.xx",2,2,"duo",10.5,12.35,"[ 7.92, 10.52)",20.2781228675333,"No",2,0,"other","Yes"
1079,NA,"3","male",17,2,0,"A/4 48873",8.05,"U","S","P3Male","Davies","Mr",3,"3Davies",NA,"A/4 488xx",1,3,"group",8.05,7.75,"[ 7.92, 10.52)",23.8101166593442,"No",1,0,"other","No"
1080,NA,"3","female",7.84503710399817,8,2,"CA. 2343",69.55,"U","S","P3Female","Sage","Miss",11,"11Sage",NA,"CA. 23xx",11,11,"large group",6.32272727272727,7.75,"[ 3.17,  7.28)",7.84503710399817,"No",4,0,"other","No"
1081,NA,"2","male",40,0,0,"28221",13,"U","S","P2Male","Veal","Mr",1,"1Veal",NA,"282xx",1,1,"solo",13,12.35,"[10.52, 26.39)",33.313566710812,"No",1,0,"other","Yes"
1082,NA,"2","male",34,1,0,"226875",26,"U","S","P2Male","Angle","Mr",2,"2Angle",NA,"2268xx",2,2,"duo",13,12.35,"[10.52, 26.39)",29.2362966214676,"No",1,1,"survivors in group","No"
1083,NA,NA,"male",NA,0,0,"111163",26,"U","S",NA,"Salomon","Mr",1,"1Salomon",NA,"1111xx",1,1,"solo",26,28.875,"[10.52, 26.39)",NA,"No",1,0,"other","Yes"
1084,NA,"3","male",11.5,1,1,"A/5. 851",14.5,"U","S","P3Male","van Billiard","Master",3,"3van Billiard",NA,"A/5. 8xx",3,3,"group",4.83333333333333,7.75,"[ 3.17,  7.28)",4.71587276867457,"No",2,0,"other","No"
1085,NA,"2","male",61,0,0,"235509",12.35,"U","Q","P2Male","Lingane","Mr",1,"1Lingane",NA,"2355xx",1,1,"solo",12.35,12.35,"[10.52, 26.39)",38.220114702622,"No",1,0,"other","Yes"
1086,NA,"2","male",8,0,2,"28220",32.5,"U","S","P2Male","Drew","Master",3,"3Drew",NA,"282xx",3,3,"group",10.8333333333333,12.35,"[10.52, 26.39)",9.53349284630814,"Yes",2,1,"survivors in group","Yes"
1087,NA,"3","male",33,0,0,"347465",7.8542,"U","S","P3Male","Karlsson","Mr",1,"1Karlsson",NA,"3474xx",1,1,"solo",7.8542,7.75,"[ 7.28,  7.92)",29.8474778255194,"No",1,0,"other","Yes"
1088,NA,NA,"male",6,0,2,"16966",134.5,"E","C",NA,"Spedden","Master",3,"3Spedden",NA,"169xx",5,5,"large group",26.9,28.875,"[26.39,128.08]",NA,"No",3,2,"survivors in group","Yes"
1089,NA,"3","female",18,0,0,"347066",7.775,"U","S","P3Female","Nilsson","Miss",1,"1Nilsson",NA,"3470xx",1,1,"solo",7.775,7.75,"[ 7.28,  7.92)",19.5377728792442,"No",1,0,"other","Yes"
1090,NA,"2","male",23,0,0,"C.A. 31030",10.5,"U","S","P2Male","Baimbrigge","Mr",1,"1Baimbrigge",NA,"C.A. 310xx",1,1,"solo",10.5,12.35,"[ 7.92, 10.52)",33.313566710812,"No",1,0,"other","Yes"
1091,NA,"3","female",34.248558128032,0,0,"65305",8.1125,"U","S","P3Female","Rasmussen","Mrs",1,"1Rasmussen",NA,"653xx",1,1,"solo",8.1125,7.75,"[ 7.92, 10.52)",34.248558128032,"No",1,0,"other","Yes"
1092,NA,"3","female",21.6922564332467,0,0,"36568",15.5,"U","Q","P3Female","Murphy","Miss",1,"1Murphy",NA,"365xx",2,2,"duo",7.75,7.75,"[ 7.28,  7.92)",21.6922564332467,"No",1,0,"other","Yes"
1093,NA,"3","male",0.33,0,2,"347080",14.4,"U","S","P3Male","Danbom","Master",3,"3Danbom",NA,"3470xx",3,3,"group",4.8,7.75,"[ 3.17,  7.28)",6.06740396101552,"No",1,0,"other","Yes"
1094,NA,NA,"male",47,1,0,"PC 17757",227.525,"C","C",NA,"Astor","Rare Title",2,"2Astor",NA,"PC 177xx",5,5,"large group",45.505,28.875,"[26.39,128.08]",NA,"No",1,3,"survivors in group","No"
1095,NA,"2","female",8,1,1,"26360",26,"U","S","P2Female","Quick","Miss",3,"3Quick",NA,"263xx",3,3,"group",8.66666666666667,12.35,"[ 7.92, 10.52)",18.3180317907026,"Yes",1,2,"survivors in group","No"
1096,NA,"2","male",25,0,0,"C.A. 34050",10.5,"U","S","P2Male","Andrew","Mr",1,"1Andrew",NA,"C.A. 340xx",1,1,"solo",10.5,12.35,"[ 7.92, 10.52)",33.313566710812,"No",1,0,"other","Yes"
1097,NA,NA,"male",NA,0,0,"F.C. 12998",25.7417,"U","C",NA,"Omont","Mr",1,"1Omont",NA,"F.C. 129xx",1,1,"solo",25.7417,28.875,"[10.52, 26.39)",NA,"No",1,0,"other","Yes"
1098,NA,"3","female",35,0,0,"9232",7.75,"U","Q","P3Female","McGowan","Miss",1,"1McGowan",NA,"92xx",1,1,"solo",7.75,7.75,"[ 7.28,  7.92)",24.4443208710542,"No",1,0,"other","Yes"
1099,NA,"2","male",24,0,0,"28034",10.5,"U","S","P2Male","Collett","Mr",1,"1Collett",NA,"280xx",1,1,"solo",10.5,12.35,"[ 7.92, 10.52)",33.313566710812,"No",1,0,"other","Yes"
